	2.0484 	2.0394 	2.024 	2.0385 	2.0483 	2.0388 	2.0446 	2.0425 	2.0319 	2.0334 	2.0479 	2.0389 	2.0441 	2.0229 	2.0328 	2.0403 	2.0418 	2.0302 	2.045 	2.0351 	2.0315 	2.0451 	2.0372 	2.0402 	2.0381 	2.0239 	2.0405 	2.0269 	2.0213 	2.055 	2.04 	2.0485 	2.0275 	2.0344 	2.025 	2.0337 	2.0473 	2.0349 	2.0433 	2.0306 	2.0369 	2.0437 	2.0419 	2.0447 	2.0365 	2.0412 	2.0432 	2.0436 	2.0448 	2.0364 	2.0384 	2.0375 	2.0479 	2.0373 	2.0418 	2.0341 	2.0217 	2.0429 	2.0503 	2.0424 	2.0353 	2.0398 	2.0436 	2.0334 	2.0196 	2.0497 	2.0485 	2.0397 	2.0459 	2.0381 	2.0492 	2.0529 	2.0483 	2.036 	2.0434 	2.0408 	2.0246 	2.0395 	2.0425 	2.0278 	2.0407 	2.0265 	2.0482 	2.0457 	2.0244 	2.0437 	2.0466 	2.0217 	2.0402 	2.046 	2.0411 	2.0465 	2.0343 	2.033 	2.0527 	2.0327 	2.0288 	2.0302 	2.0365 	2.0289 	2.0364 	2.0355 	2.0268 	2.0296 	2.0397 	2.0471 	2.0486 	2.0395 	2.0447 	2.0433 	2.0247 	2.0358 	2.0453 	2.0358 	2.0378 	2.0322 	2.0283 	2.0543 	2.0316 	2.0455 	2.039 	2.0382 	2.0371 	2.0449 	2.0396 	2.0411 	2.0517 	2.0381 	2.049 	2.0342 	2.044 	2.0384 	2.0333 	2.0397 	2.0328 	2.039 	2.0345 	2.0367 	2.0419 	2.0343 	2.0385 	2.0416 	2.0493 	2.0493 	2.0429 	2.0355 	2.0359 	2.0336 	2.0487 	2.0332 	2.0454 	2.0457 	2.04 	2.0376 	2.0447 	2.0349 	2.0256 	2.032 	2.0317 	2.0428 	2.0424 	2.0422 	2.0478 	2.038 	2.0383 	2.0266 	2.0341 	2.0382 	2.0503 	2.0228 	2.0442 	2.0418 	2.051 	2.0333 	2.0404 	2.0409 	2.0361 	2.0418 	2.0396 	2.0438 	2.0417 	2.0435 	2.0459 	2.0414 	2.043 	2.0304 	2.0431 	2.0406 	2.0444 	2.0316 	2.0482 	2.0244 	2.0302 	2.0518 	2.0322 	2.0378 	2.0356 	2.0536 	2.0343 	2.0428 	2.0407 	2.0463 	2.047 	2.0482 	2.0436 	2.0272 	2.0364 	2.042 	2.0225 	2.0381 	2.0462 	2.031 	2.0282 	2.0448 	2.0464 	2.045 	2.0317 	2.0235 	2.049 	2.0342 	2.0439 	2.0431 	2.037 	2.0447 	2.0331 	2.0549 	2.0541 	2.0424 	2.039 	2.0294 	2.0341 	2.0357 	2.0458 	2.0411 	2.0421 	2.0398 	2.0465 	2.0383 	2.0327 	2.0387 	2.0456 	2.035 	2.0378 	2.0264 	2.0464 	2.0341 	2.0419 	2.0532 	2.0438 	2.0307 	2.0337 	2.0511 	2.0426 	2.0435 	2.0425 	2.0441 	2.0365 	2.0428 	2.0306 	2.0375 	2.0492 	2.0267 	2.0316 	2.0405 	2.0444 	2.0353 	2.0373 	2.0369 	2.036 	2.0385 	2.0318 	2.0406 	2.046 	2.0489 	2.0336 	2.0404 	2.0409 	2.0401 	2.0228 	2.0302 	2.0506 	2.0396 	2.0382 	2.0334 	2.0504 	2.0471 	2.0334 	2.0377 	2.0576 	2.0458 	2.0404 	2.0639 	2.0384 	2.0305 	2.0293 	2.03 	2.0249 	2.0396 	2.0325 	2.0396 	

	1.454 	1.4493 	1.4436 	1.4566 	1.4523 	1.4531 	1.4612 	1.4511 	1.4561 	1.455 	1.4627 	1.4579 	1.4566 	1.4483 	1.4558 	1.4544 	1.4663 	1.4524 	1.46 	1.4521 	1.4559 	1.4579 	1.4499 	1.4549 	1.4639 	1.4493 	1.4575 	1.4445 	1.446 	1.4553 	1.4529 	1.4617 	1.4435 	1.4465 	1.4511 	1.4512 	1.459 	1.4535 	1.4477 	1.4559 	1.4513 	1.4578 	1.4503 	1.4525 	1.4594 	1.4553 	1.4573 	1.4545 	1.4546 	1.452 	1.4474 	1.4556 	1.4587 	1.4507 	1.4504 	1.4474 	1.4533 	1.4499 	1.4582 	1.453 	1.4509 	1.4502 	1.4525 	1.4445 	1.439 	1.4572 	1.4578 	1.4519 	1.4515 	1.4454 	1.4645 	1.4572 	1.4592 	1.4562 	1.4638 	1.4467 	1.4456 	1.4515 	1.4585 	1.454 	1.4512 	1.4447 	1.4584 	1.4567 	1.4434 	1.463 	1.4624 	1.4508 	1.4558 	1.4615 	1.4572 	1.4564 	1.4446 	1.4529 	1.4578 	1.4569 	1.4533 	1.4467 	1.4498 	1.4575 	1.4551 	1.4507 	1.4493 	1.456 	1.4545 	1.4616 	1.4577 	1.4531 	1.4599 	1.4525 	1.4419 	1.451 	1.4604 	1.4549 	1.4492 	1.446 	1.4449 	1.4511 	1.4487 	1.4512 	1.4504 	1.4486 	1.452 	1.4574 	1.4561 	1.4567 	1.455 	1.4594 	1.4554 	1.4625 	1.4484 	1.455 	1.4496 	1.4499 	1.4483 	1.4494 	1.4553 	1.4543 	1.4509 	1.4538 	1.4464 	1.4573 	1.4502 	1.4549 	1.4541 	1.4547 	1.4566 	1.4537 	1.457 	1.4474 	1.4566 	1.4592 	1.4416 	1.4451 	1.4571 	1.454 	1.4532 	1.4486 	1.4561 	1.4649 	1.4547 	1.4584 	1.4556 	1.4536 	1.4496 	1.4527 	1.4558 	1.4427 	1.4543 	1.4425 	1.4549 	1.4566 	1.4601 	1.4559 	1.4437 	1.455 	1.4493 	1.4571 	1.4535 	1.4547 	1.4589 	1.4459 	1.4631 	1.4553 	1.4551 	1.4465 	1.4514 	1.4558 	1.4535 	1.4453 	1.4498 	1.4493 	1.4572 	1.4648 	1.4511 	1.4575 	1.4557 	1.467 	1.4463 	1.4602 	1.4579 	1.4652 	1.4551 	1.4594 	1.4565 	1.4474 	1.4625 	1.4566 	1.4539 	1.4577 	1.4607 	1.4478 	1.4396 	1.4523 	1.4528 	1.4543 	1.4601 	1.4569 	1.4545 	1.4482 	1.4547 	1.4525 	1.4499 	1.4489 	1.4484 	1.4606 	1.46 	1.4479 	1.4609 	1.4514 	1.4451 	1.458 	1.4561 	1.4589 	1.459 	1.4592 	1.4622 	1.4546 	1.4461 	1.4595 	1.4601 	1.4462 	1.4549 	1.4421 	1.4621 	1.4548 	1.455 	1.4594 	1.4524 	1.4423 	1.4484 	1.4563 	1.4606 	1.4575 	1.4521 	1.4541 	1.451 	1.4575 	1.4475 	1.4583 	1.4598 	1.455 	1.4463 	1.4631 	1.4595 	1.4498 	1.4598 	1.445 	1.4534 	1.4508 	1.462 	1.4564 	1.4532 	1.4565 	1.4507 	1.4555 	1.4536 	1.4555 	1.4495 	1.4507 	1.4506 	1.4477 	1.4547 	1.4495 	1.468 	1.4583 	1.4455 	1.4466 	1.4666 	1.4586 	1.4554 	1.4595 	1.4497 	1.4438 	1.4489 	1.4471 	1.4431 	1.4517 	1.4557 	1.4605 	

	1.0719 	1.0688 	1.0651 	1.0706 	1.0685 	1.0647 	1.0663 	1.0651 	1.0667 	1.0674 	1.0715 	1.0723 	1.0633 	1.0664 	1.0732 	1.0666 	1.0693 	1.0645 	1.0647 	1.0664 	1.0633 	1.0706 	1.0671 	1.0657 	1.0709 	1.0618 	1.0639 	1.0636 	1.0641 	1.0696 	1.0695 	1.0687 	1.0658 	1.0681 	1.0641 	1.0626 	1.077 	1.0634 	1.0634 	1.0678 	1.066 	1.0682 	1.07 	1.0717 	1.0675 	1.07 	1.068 	1.0645 	1.0692 	1.0735 	1.063 	1.0681 	1.0702 	1.0647 	1.0719 	1.0622 	1.0652 	1.0677 	1.0688 	1.0706 	1.0622 	1.0596 	1.0617 	1.0619 	1.0545 	1.0679 	1.0685 	1.0695 	1.0649 	1.0642 	1.0679 	1.0681 	1.0632 	1.0624 	1.0699 	1.0621 	1.063 	1.0634 	1.0655 	1.0646 	1.0649 	1.0598 	1.0736 	1.07 	1.0613 	1.0715 	1.0701 	1.0647 	1.0698 	1.0701 	1.0675 	1.0702 	1.063 	1.0612 	1.067 	1.0657 	1.0671 	1.0529 	1.066 	1.0612 	1.0614 	1.0672 	1.0603 	1.0661 	1.0698 	1.0717 	1.0673 	1.069 	1.0691 	1.0699 	1.0628 	1.0665 	1.0676 	1.0681 	1.0615 	1.0606 	1.0692 	1.0742 	1.0654 	1.0641 	1.0681 	1.067 	1.0704 	1.0655 	1.0704 	1.0622 	1.0718 	1.0653 	1.0688 	1.0731 	1.0694 	1.0626 	1.0692 	1.0705 	1.0669 	1.0678 	1.0569 	1.0642 	1.0638 	1.0633 	1.0665 	1.0653 	1.0666 	1.0701 	1.0654 	1.0669 	1.0637 	1.0624 	1.0646 	1.065 	1.0678 	1.0675 	1.0609 	1.0629 	1.065 	1.0635 	1.0724 	1.0658 	1.0687 	1.0725 	1.0761 	1.0695 	1.0727 	1.0716 	1.0627 	1.0621 	1.0658 	1.0571 	1.0684 	1.0616 	1.0701 	1.0663 	1.0718 	1.0716 	1.0633 	1.0671 	1.0678 	1.0697 	1.0584 	1.0705 	1.0689 	1.0612 	1.0712 	1.0692 	1.0715 	1.0617 	1.0677 	1.0681 	1.0634 	1.0598 	1.0703 	1.0642 	1.0619 	1.0711 	1.0725 	1.0668 	1.0718 	1.0723 	1.0541 	1.07 	1.0686 	1.0734 	1.0716 	1.0708 	1.0642 	1.0621 	1.0649 	1.0669 	1.0672 	1.0671 	1.0715 	1.0638 	1.0608 	1.0707 	1.065 	1.0705 	1.0683 	1.0664 	1.0681 	1.0651 	1.071 	1.0672 	1.061 	1.0631 	1.0643 	1.0706 	1.0704 	1.0672 	1.0627 	1.0708 	1.0653 	1.0644 	1.0716 	1.0665 	1.0631 	1.0725 	1.0695 	1.0649 	1.0635 	1.0673 	1.0681 	1.0679 	1.0691 	1.0631 	1.071 	1.0634 	1.0688 	1.0662 	1.071 	1.06 	1.0674 	1.0692 	1.0712 	1.0685 	1.0671 	1.0629 	1.0671 	1.071 	1.0616 	1.0663 	1.0721 	1.0663 	1.0624 	1.0695 	1.0687 	1.0735 	1.0676 	1.0638 	1.0687 	1.0615 	1.0734 	1.0673 	1.0684 	1.0649 	1.064 	1.0691 	1.0702 	1.07 	1.0679 	1.0586 	1.0692 	1.0612 	1.0664 	1.0642 	1.0761 	1.0658 	1.0625 	1.0587 	1.0722 	1.0766 	1.067 	1.0699 	1.0647 	1.0637 	1.0551 	1.0639 	1.0711 	1.0664 	1.0694 	1.0673 	

	0.80711 	0.80915 	0.8015 	0.80009 	0.80304 	0.79982 	0.80714 	0.80752 	0.80459 	0.79991 	0.80368 	0.80759 	0.80298 	0.80199 	0.80378 	0.80309 	0.80346 	0.80262 	0.79948 	0.80429 	0.80022 	0.80597 	0.80185 	0.80494 	0.8066 	0.80008 	0.80634 	0.79875 	0.80025 	0.80599 	0.80443 	0.80681 	0.80148 	0.80361 	0.80053 	0.80233 	0.80617 	0.7986 	0.80352 	0.80295 	0.80407 	0.80982 	0.80282 	0.80418 	0.80189 	0.80802 	0.80475 	0.80281 	0.80362 	0.8053 	0.80552 	0.80525 	0.80764 	0.79915 	0.80114 	0.80212 	0.80182 	0.80238 	0.80762 	0.80666 	0.8018 	0.80621 	0.8037 	0.80444 	0.80633 	0.8072 	0.80643 	0.80478 	0.80223 	0.80354 	0.80748 	0.80566 	0.80235 	0.80417 	0.80541 	0.8012 	0.8028 	0.797 	0.80234 	0.80327 	0.80348 	0.8062 	0.80985 	0.8008 	0.80226 	0.80637 	0.80491 	0.80476 	0.8048 	0.80186 	0.80392 	0.80705 	0.80649 	0.80358 	0.80486 	0.80317 	0.80349 	0.80134 	0.80043 	0.80597 	0.79696 	0.80676 	0.80142 	0.80396 	0.80588 	0.80671 	0.80707 	0.80084 	0.8073 	0.80544 	0.80276 	0.80219 	0.80578 	0.80114 	0.80174 	0.80398 	0.79904 	0.8027 	0.80555 	0.80315 	0.80436 	0.80497 	0.80133 	0.80553 	0.80615 	0.80631 	0.80406 	0.8029 	0.8024 	0.80626 	0.80205 	0.79719 	0.80468 	0.80653 	0.80563 	0.80756 	0.79988 	0.80471 	0.80083 	0.79958 	0.79919 	0.80357 	0.802 	0.80022 	0.79866 	0.80379 	0.80741 	0.80458 	0.80777 	0.80238 	0.80476 	0.80353 	0.80747 	0.80709 	0.80271 	0.80357 	0.80714 	0.80454 	0.80368 	0.80292 	0.80353 	0.80198 	0.80335 	0.80776 	0.79948 	0.80243 	0.8058 	0.80656 	0.80873 	0.79915 	0.80425 	0.80311 	0.80304 	0.80603 	0.80555 	0.80345 	0.80282 	0.80471 	0.8005 	0.8034 	0.80253 	0.80082 	0.80507 	0.80475 	0.80237 	0.79956 	0.80497 	0.80443 	0.80494 	0.80301 	0.80249 	0.80349 	0.79789 	0.8118 	0.80774 	0.80405 	0.80607 	0.80751 	0.79891 	0.80638 	0.80145 	0.80256 	0.80867 	0.80643 	0.80374 	0.80118 	0.79717 	0.8098 	0.80465 	0.80315 	0.8114 	0.80044 	0.80385 	0.79983 	0.8045 	0.80653 	0.80047 	0.79761 	0.80521 	0.80203 	0.8021 	0.80418 	0.80183 	0.80211 	0.8026 	0.80733 	0.80532 	0.80332 	0.79998 	0.80487 	0.80303 	0.80453 	0.80569 	0.80659 	0.80141 	0.80614 	0.80438 	0.80035 	0.79797 	0.80816 	0.80539 	0.80699 	0.80442 	0.80349 	0.80447 	0.80188 	0.80398 	0.8027 	0.80112 	0.80132 	0.80815 	0.80876 	0.8078 	0.80698 	0.80354 	0.79997 	0.80175 	0.80593 	0.80139 	0.7991 	0.8052 	0.80296 	0.8046 	0.80386 	0.80664 	0.8096 	0.80754 	0.8039 	0.80713 	0.79903 	0.8057 	0.80868 	0.80756 	0.80446 	0.79858 	0.81023 	0.80232 	0.80245 	0.80395 	0.79939 	0.80243 	0.80169 	0.79921 	0.80092 	0.80526 	0.80526 	0.80549 	0.80099 	0.81006 	0.81003 	0.80271 	0.80213 	0.80669 	0.80232 	0.7987 	0.8037 	0.80822 	0.80389 	0.80724 	0.80585 	

	0.62403 	0.62727 	0.62388 	0.61833 	0.62134 	0.62407 	0.62288 	0.62262 	0.62539 	0.6214 	0.62296 	0.62274 	0.61828 	0.62354 	0.62396 	0.62168 	0.62317 	0.62189 	0.62376 	0.62271 	0.6212 	0.62042 	0.62286 	0.6205 	0.62416 	0.6217 	0.62266 	0.6228 	0.62299 	0.62193 	0.62158 	0.62371 	0.62152 	0.62055 	0.62025 	0.6235 	0.62142 	0.62076 	0.62342 	0.62481 	0.62096 	0.62139 	0.61778 	0.62185 	0.62036 	0.62395 	0.62232 	0.62095 	0.62163 	0.62425 	0.62033 	0.62387 	0.62527 	0.62048 	0.62266 	0.6217 	0.62005 	0.62175 	0.62334 	0.62567 	0.61906 	0.62639 	0.62231 	0.62128 	0.61965 	0.62305 	0.6208 	0.62417 	0.61951 	0.62199 	0.62352 	0.62363 	0.62209 	0.62174 	0.62559 	0.62003 	0.6243 	0.61879 	0.62414 	0.6237 	0.62285 	0.61752 	0.62671 	0.61984 	0.6209 	0.6247 	0.62476 	0.61812 	0.62455 	0.62449 	0.62316 	0.6247 	0.62249 	0.62253 	0.62266 	0.62516 	0.62222 	0.62266 	0.61997 	0.62534 	0.62081 	0.62497 	0.6188 	0.6213 	0.62546 	0.62325 	0.62107 	0.6217 	0.62602 	0.62229 	0.6191 	0.61914 	0.62214 	0.62223 	0.6218 	0.6212 	0.62432 	0.62398 	0.62134 	0.62126 	0.62694 	0.62088 	0.61948 	0.62125 	0.62355 	0.62512 	0.62053 	0.61951 	0.62151 	0.6254 	0.62408 	0.62038 	0.6217 	0.62251 	0.6225 	0.62647 	0.61748 	0.62207 	0.6208 	0.61819 	0.61678 	0.62152 	0.6219 	0.61836 	0.62405 	0.62265 	0.62356 	0.61881 	0.62583 	0.6219 	0.6246 	0.62139 	0.61911 	0.62261 	0.62182 	0.62214 	0.62389 	0.62345 	0.62421 	0.62444 	0.62343 	0.62268 	0.62132 	0.62248 	0.62191 	0.62008 	0.62418 	0.61904 	0.62075 	0.62049 	0.62023 	0.62308 	0.62466 	0.62625 	0.6219 	0.62401 	0.61924 	0.62061 	0.61939 	0.62033 	0.62224 	0.62107 	0.62419 	0.62141 	0.62287 	0.6245 	0.62083 	0.62387 	0.62348 	0.62519 	0.62307 	0.62174 	0.61685 	0.62584 	0.62583 	0.61862 	0.622 	0.62445 	0.61978 	0.62468 	0.62339 	0.62267 	0.62258 	0.62416 	0.61943 	0.62138 	0.62232 	0.62482 	0.62113 	0.62298 	0.625 	0.62333 	0.62259 	0.62014 	0.62519 	0.62476 	0.62185 	0.62076 	0.62367 	0.6178 	0.62223 	0.6207 	0.6249 	0.62275 	0.62232 	0.62489 	0.62356 	0.62195 	0.61921 	0.62321 	0.62151 	0.62517 	0.62298 	0.62324 	0.61995 	0.62583 	0.62316 	0.62915 	0.61968 	0.62447 	0.62587 	0.62352 	0.62364 	0.62423 	0.62383 	0.62333 	0.62169 	0.6216 	0.61728 	0.61867 	0.62268 	0.62244 	0.62511 	0.62183 	0.62015 	0.62102 	0.62253 	0.6238 	0.61999 	0.62008 	0.62292 	0.61934 	0.62062 	0.62278 	0.61667 	0.62391 	0.62265 	0.62515 	0.62604 	0.61915 	0.6263 	0.6254 	0.62236 	0.62443 	0.61938 	0.62622 	0.62529 	0.62256 	0.62304 	0.61862 	0.62229 	0.6218 	0.62187 	0.6252 	0.62348 	0.6214 	0.62416 	0.62057 	0.62394 	0.62361 	0.62358 	0.62396 	0.62099 	0.61824 	0.61874 	0.61963 	0.62533 	0.62315 	0.62072 	0.62109 	

